Step	,episode.rwd	,episode.q	,episode.loss	,epsilon	,time
74861	,0	,8.06080897525	,0.621192908259	0.925139	,1137.60982394
74990	,0	,7.70727202296	,0.42065332539	0.92501	,1139.62871099
75127	,0	,7.97351209074	,0.405765803759	0.924873	,1141.75205708
75263	,0	,7.88861162215	,0.35981396462	0.924737	,1143.82670593
75492	,2	,13.8527924269	,0.902480918764	0.924508	,1147.43461108
75628	,0	,8.13294684142	,0.483538122062	0.924372	,1149.57795501
75882	,3	,14.7655127831	,0.779647198425	0.924118	,1153.55300403
76119	,2	,13.8686735295	,0.670336057351	0.923881	,1157.2056191
76255	,0	,8.26462068409	,0.529017409563	0.923745	,1159.18939805
76391	,0	,7.96833359078	,0.436802180961	0.923609	,1161.16487098
76540	,0	,8.77650457993	,0.436759547825	0.92346	,1163.35012603
76677	,0	,8.4371897839	,0.621008250654	0.923323	,1165.25634003
76815	,0	,8.1680566594	,0.420686345131	0.923185	,1167.26562595
77064	,3	,15.2017841041	,1.01131669293	0.922936	,1171.50044394
77266	,2	,11.9041511416	,0.576471122044	0.922734	,1174.88005805
77394	,0	,7.69369646907	,0.404960578443	0.922606	,1176.901263
77575	,1	,10.6543596238	,0.591248056974	0.922425	,1179.52043509
77788	,2	,12.9252107926	,0.793862717915	0.922212	,1182.6705749
78011	,2	,13.4417644441	,0.808330218267	0.921989	,1185.9563911
78148	,0	,8.31606637686	,0.529497412053	0.921852	,1188.40557194
78311	,1	,9.33013579622	,0.344192168072	0.921689	,1190.98788404
78535	,2	,13.1735803075	,0.639555922152	0.921465	,1194.44900703
78777	,3	,14.2456447296	,0.810382962369	0.921223	,1198.2447269
78920	,0	,8.35342449322	,0.436679259138	0.92108	,1200.33610296
79148	,3	,13.2328728922	,0.65447529327	0.920852	,1203.55911303
79282	,0	,7.6852341257	,0.358659174738	0.920718	,1205.63981295
79439	,1	,9.36125564948	,0.530514370294	0.920561	,1208.03605103
79571	,0	,7.93126608804	,0.482659403706	0.920429	,1210.28078103
79741	,1	,10.2668640241	,0.684131405103	0.920259	,1213.029706
79897	,1	,9.45720157772	,0.668306672401	0.920103	,1215.33614898
80032	,0	,8.22425628826	,0.482430621998	0.919968	,1217.71606708
80168	,0	,9.15969834849	,0.528742144136	0.919832	,1219.93635988
80469	,4	,20.2398009412	,1.15173052663	0.919531	,1225.03129506
80645	,1	,11.8230897076	,0.592199684025	0.919355	,1228.20679903
80886	,3	,16.1600060724	,0.918474750259	0.919114	,1232.41190004
81160	,4	,18.4377492666	,1.02773107049	0.91884	,1237.3134551
81354	,1	,13.2255726568	,0.732572640076	0.918646	,1240.50721598
81489	,0	,9.30961686	,0.606029773952	0.918511	,1242.62386107
81655	,1	,10.8097875416	,0.467603499706	0.918345	,1245.41102099
81816	,1	,10.64480903	,0.51460677546	0.918184	,1248.17838597
81972	,1	,10.5710262172	,0.653449269768	0.918028	,1250.78327799
82216	,2	,16.2112283818	,0.810877369022	0.917784	,1255.12400103
82402	,1	,12.3367200643	,0.560938448118	0.917598	,1258.37436509
82640	,3	,16.058621861	,0.995841094667	0.91736	,1262.32773399
82771	,0	,8.87245527655	,0.514058872312	0.917229	,1264.5440371
82983	,2	,14.087321572	,0.717379017026	0.917017	,1268.0128901
83211	,2	,14.8418596573	,0.67129267256	0.916789	,1271.81697798
83354	,0	,9.61792225391	,0.576500226305	0.916646	,1273.94548988
83498	,0	,9.56938944012	,0.451776837514	0.916502	,1276.36360908
83647	,0	,10.0289181359	,0.5766387479	0.916353	,1278.95059705
83819	,1	,11.3843167946	,0.576835232864	0.916181	,1281.99296689
83983	,1	,10.6475321651	,0.515159277774	0.916017	,1284.72876406
84119	,0	,9.3200010471	,0.591095373585	0.915881	,1286.88585806
84306	,1	,12.5035496652	,0.701200469682	0.915694	,1290.12826705
84595	,4	,19.5892295018	,1.13614738395	0.915405	,1295.19660306
84755	,1	,10.6570081636	,0.546130732223	0.915245	,1297.6734581
84930	,1	,11.7038807273	,0.561466441362	0.91507	,1300.75673389
85102	,1	,11.2468079291	,0.546428431038	0.914898	,1303.57092309
85274	,1	,11.2011248916	,0.483996195132	0.914726	,1306.4408989
85463	,1	,12.640294943	,0.654585870835	0.914537	,1309.58406591
85649	,2	,12.4880764782	,0.669475794632	0.914351	,1312.56923604
85861	,2	,13.6791072488	,0.546246082721	0.914139	,1316.17518401
86019	,1	,10.4359470308	,0.498754057471	0.913981	,1318.96980596
86203	,1	,12.1120628156	,0.531267702231	0.913797	,1322.19523311
86358	,1	,10.0648773685	,0.468458065818	0.913642	,1325.35176802
86498	,0	,9.14485551044	,0.375561518887	0.913502	,1327.83514094
86641	,0	,9.34104773775	,0.40579748646	0.913359	,1330.1616261
86774	,0	,8.73506639153	,0.467744259276	0.913226	,1332.39078093
86930	,0	,10.2297268286	,0.389860377578	0.91307	,1334.95668411
87141	,2	,14.2141690664	,0.82493244013	0.912859	,1338.58240604
87347	,2	,13.7668933906	,0.763854988849	0.912653	,1342.37343001
87534	,2	,12.5918399282	,0.80796632705	0.912466	,1345.33469391
87665	,0	,8.67517300695	,0.467000126775	0.912335	,1347.33802509
87802	,0	,9.03878712282	,0.375021973806	0.912198	,1349.479496
87949	,0	,9.56482663378	,0.42118964007	0.912051	,1351.99626803
88125	,1	,11.8736887723	,0.576908566769	0.911875	,1354.85730791
88305	,1	,12.222734008	,0.7624069136	0.911695	,1357.98964405
88449	,0	,9.44580640271	,0.391363224818	0.911551	,1360.25085998
88582	,0	,9.02984928712	,0.544570939535	0.911418	,1362.28713298
88741	,1	,10.4149457291	,0.390240351972	0.911259	,1364.82966709
89048	,5	,20.3928215876	,1.24551061715	0.910952	,1369.74003696
89248	,2	,13.5050639957	,0.731236137646	0.910752	,1372.80170107
89383	,0	,8.96909373999	,0.421487537708	0.910617	,1374.85354209
89565	,1	,11.8817275874	,0.545712717843	0.910435	,1377.87402701
89746	,1	,12.2273236774	,0.607167342027	0.910254	,1380.55963492
89931	,1	,12.4977988079	,0.623711763284	0.910069	,1383.25299406
90066	,0	,9.73146675527	,0.530038539945	0.909934	,1385.24058294
90195	,0	,10.1617402658	,0.560888718715	0.909805	,1387.49926901
90389	,1	,15.2259422094	,0.717095568175	0.909611	,1390.74500704
90562	,1	,13.3829783127	,0.593691264067	0.909438	,1393.72112298
90792	,2	,18.0539854355	,0.778971386315	0.909208	,1397.22536397
90931	,0	,10.9883304909	,0.575519838994	0.909069	,1399.18418002
91086	,1	,11.7891202047	,0.392073247126	0.908914	,1401.44475389
91222	,0	,10.3105840534	,0.407286455796	0.908778	,1403.64225793
91350	,0	,9.6413018927	,0.282607387195	0.90865	,1405.98233795
91659	,4	,23.5997073241	,1.09086640153	0.908341	,1411.73675203
91873	,2	,16.6847732179	,0.856373306269	0.908127	,1415.53020501
92121	,3	,18.9236145467	,0.811600203922	0.907879	,1419.66728592
92265	,0	,10.9566154294	,0.359143341619	0.907735	,1422.19403696
92497	,3	,17.7214397006	,0.780893869925	0.907503	,1426.20099592
92700	,2	,15.6093131304	,0.731976080691	0.9073	,1429.50699592
92861	,1	,12.2729186267	,0.454954043861	0.907139	,1432.06016397
93000	,0	,10.7334426232	,0.468302452239	0.907	,1434.11121297
93143	,0	,11.0327822082	,0.452780879207	0.906857	,1436.44208193
93271	,0	,9.71232549101	,0.374703134718	0.906729	,1438.44725108
93447	,1	,13.7282822318	,0.608937529213	0.906553	,1441.17189693
93717	,4	,20.7365936488	,0.997805244223	0.906283	,1445.55214596
93887	,1	,13.1421333961	,0.562505626984	0.906113	,1448.23161697
94021	,0	,10.2522690184	,0.344138318059	0.905979	,1450.31304693
94203	,1	,14.1673235185	,0.685130524633	0.905797	,1453.08650589
94341	,0	,10.6336903721	,0.406280024581	0.905659	,1455.31636
94500	,1	,12.1646681875	,0.484349249348	0.9055	,1457.95430899
94661	,1	,11.9534558356	,0.298637428652	0.905339	,1460.62163997
94814	,0	,11.7965461314	,0.514441942517	0.905186	,1463.15353894
95108	,3	,22.153977152	,0.890974190878	0.904892	,1468.59600306
95370	,3	,19.9761631824	,0.996879782134	0.90463	,1472.93953109
95613	,3	,18.6991857961	,0.81204185344	0.904387	,1477.12859702
95820	,2	,15.5624184869	,0.577854294061	0.90418	,1480.61348891
96017	,1	,15.361338675	,0.686255291232	0.903983	,1483.76786804
96258	,3	,18.4052863643	,0.748931724349	0.903742	,1487.90040493
96432	,1	,13.1636392251	,0.546187093827	0.903568	,1490.97469091
96571	,0	,10.5382308774	,0.297702725163	0.903429	,1493.31613898
96779	,2	,15.6576998457	,0.671558489898	0.903221	,1496.74332595
96945	,1	,13.0941761285	,0.807166376934	0.903055	,1499.6748209
97244	,4	,23.562896952	,1.16787788328	0.902756	,1504.6640141
97387	,0	,11.0920818448	,0.530739621903	0.902613	,1507.11466503
97567	,1	,13.9077769928	,0.638504327103	0.902433	,1509.97049809
97747	,1	,13.6422529854	,0.469334885433	0.902253	,1512.932688
98029	,4	,21.6534260064	,1.05926643931	0.901971	,1517.68867898
98246	,2	,16.4879247025	,0.515984710915	0.901754	,1521.17391896
98383	,0	,10.7126998194	,0.5280595403	0.901617	,1523.50139999
98586	,2	,15.4815079644	,0.702930969614	0.901414	,1526.75363398
98721	,0	,10.4696600139	,0.436525681519	0.901279	,1528.69965601
98875	,1	,12.2644153461	,0.638585238757	0.901125	,1530.99464989
99127	,3	,19.4931012653	,0.857867343849	0.900873	,1535.21862102
99301	,1	,13.4443699606	,0.576838531435	0.900699	,1538.12082601
99487	,2	,14.0495843589	,0.562180001121	0.900513	,1541.16237903
99705	,2	,17.3280781582	,0.88774659109	0.900295	,1544.69750595
99889	,1	,14.4185013138	,0.701283032909	0.900111	,1547.82420397
100066	,1	,14.5208215229	,0.732689521046	0.899934	,1550.89132595
100297	,2	,19.5484471284	,0.751276047772	0.899703	,1554.90474391
100443	,0	,12.2730080299	,0.376268184483	0.899557	,1557.32731104
100579	,0	,11.8016257174	,0.576644881033	0.899421	,1559.56424689
100717	,0	,11.8990409896	,0.546560046061	0.899283	,1562.01567292
100929	,2	,18.2690645903	,0.71703694457	0.899071	,1565.40943789
101120	,1	,16.2789191678	,0.625595886456	0.89888	,1568.54688001
101254	,0	,11.5866097175	,0.560809279321	0.898746	,1570.61670089
101435	,1	,15.2060030773	,0.548559587662	0.898565	,1573.61289811
101564	,0	,11.1399615891	,0.498720716997	0.898436	,1575.80612588
101720	,1	,13.5244683623	,0.622994474756	0.89828	,1578.23698497
101942	,2	,18.5835040696	,0.857148833767	0.898058	,1582.13572001
102168	,2	,18.9338133261	,0.455620285108	0.897832	,1586.12576699
102396	,2	,19.0320710242	,0.764763127732	0.897604	,1589.82840395
102579	,1	,15.7197545245	,0.640002440699	0.897421	,1592.91175795
102712	,0	,11.3011461496	,0.437832847807	0.897288	,1595.23898196
102839	,0	,10.9938124754	,0.513046572728	0.897161	,1597.46342611
103098	,3	,21.749210801	,0.689532819179	0.896902	,1601.79485106
103410	,5	,25.6310486048	,0.967026316095	0.89659	,1606.65560293
103537	,0	,11.2627643868	,0.5896576218	0.896463	,1608.7208631
103738	,2	,17.3314907551	,0.671684178778	0.896262	,1611.97417593
103946	,2	,16.8599070236	,0.440360722791	0.896054	,1615.57345891
104100	,1	,13.1452734843	,0.576109030195	0.8959	,1618.3357141
104233	,0	,11.5501896814	,0.529717118547	0.895767	,1620.5901041
104423	,1	,16.0260542259	,0.469465712178	0.895577	,1623.41438794
104647	,2	,18.9644081444	,0.779787438917	0.895353	,1627.24082804
104780	,0	,11.4590910599	,0.560813772113	0.89522	,1629.41388392
104988	,2	,17.2502811253	,0.640609665128	0.895012	,1632.88919091
105117	,0	,11.0976557359	,0.453198269156	0.894883	,1635.22149706
105374	,2	,22.4452306032	,0.949985926411	0.894626	,1639.93283391
105528	,1	,13.2270777673	,0.591286967181	0.894472	,1642.55234909
105659	,0	,11.1523109525	,0.390397689278	0.894341	,1644.78527188
105890	,2	,19.788559325	,0.903198971251	0.89411	,1648.9565599
106031	,0	,12.0222789608	,0.437065502061	0.893969	,1651.24663091
106160	,0	,10.6931352578	,0.314107440777	0.89384	,1653.47684598
106289	,0	,11.1256002188	,0.483174309064	0.893711	,1655.72972012
106493	,2	,17.5699319206	,0.747720126001	0.893507	,1659.13779688
106713	,2	,19.0106183477	,0.810238128614	0.893287	,1663.15147305
106894	,1	,15.86773533	,0.7169623494	0.893106	,1666.24788308
107079	,1	,15.8007858396	,0.532479675329	0.892921	,1669.47861195
107212	,0	,11.2639172375	,0.421680481577	0.892788	,1671.80717301
107421	,2	,18.0425379314	,0.715295268917	0.892579	,1675.0693779
107584	,1	,13.8977396861	,0.576588830716	0.892416	,1677.66289091
107732	,0	,12.7798197865	,0.575900456652	0.892268	,1679.937639
107945	,2	,18.3459951803	,0.763737752555	0.892055	,1683.11210203
108120	,1	,14.6293403953	,0.531556467285	0.89188	,1685.8356359
108321	,2	,17.2051037177	,0.640307568276	0.891679	,1688.72132492
108454	,0	,11.4331363514	,0.452800211285	0.891546	,1690.90598011
108694	,3	,20.0619369559	,0.840709192498	0.891306	,1695.04822302
108876	,1	,16.2822834477	,0.808348291161	0.891124	,1697.84126997
109015	,0	,11.9429418966	,0.483349307101	0.890985	,1699.96358395
109227	,2	,17.9771379083	,0.716870866645	0.890773	,1703.27441406
109418	,1	,16.0081105828	,0.454422801616	0.890582	,1705.89482808
109604	,1	,16.1754798479	,0.653387182947	0.890396	,1708.7863729
109832	,2	,19.7754239812	,0.780326864714	0.890168	,1712.59792209
110013	,1	,15.7559914291	,0.746159674284	0.889987	,1715.63403988
110334	,4	,30.2115388811	,1.09323628329	0.889666	,1720.68926406
110527	,2	,17.8640198857	,0.732550847826	0.889473	,1723.72470307
110730	,2	,18.731397815	,0.456119957634	0.88927	,1727.21077704
110890	,1	,14.8838552386	,0.468474319764	0.88911	,1730.00155902
111113	,2	,20.9905648269	,0.811967730729	0.888887	,1733.86342812
111311	,2	,18.3398496881	,0.671611885588	0.888689	,1737.21882701
111454	,0	,13.065785341	,0.421805479006	0.888546	,1739.687217
111709	,3	,23.6095567346	,0.65848253253	0.888291	,1743.58446789
111850	,0	,12.9962711036	,0.39213960518	0.88815	,1745.59737301
112020	,1	,15.8265354633	,0.562911708945	0.88798	,1748.38266611
112159	,0	,12.8557801619	,0.35950862488	0.887841	,1750.65300298
112297	,0	,12.9895808399	,0.46974668009	0.887703	,1752.88662195
112536	,2	,22.3338849545	,0.609545081055	0.887464	,1756.82663488
112726	,2	,17.3568910547	,0.563039533521	0.887274	,1759.80379796
112882	,1	,14.1992368735	,0.544692981641	0.887118	,1762.13104391
113048	,1	,15.9034826756	,0.74680452067	0.886952	,1764.87762904
113228	,1	,17.7137044147	,0.793776675629	0.886772	,1767.77697706
113390	,1	,15.3630743399	,0.63867980318	0.88661	,1770.49556494
113584	,1	,18.0450045913	,0.562435661671	0.886416	,1773.5260849
113723	,0	,13.0503642969	,0.545177609642	0.886277	,1775.66965294
113901	,1	,17.0709448569	,0.760967883864	0.886099	,1778.41333008
114036	,0	,12.7858766951	,0.590957374283	0.885964	,1780.49431109
114261	,2	,21.2805307657	,0.656651759748	0.885739	,1783.86179399
114395	,0	,12.4752639532	,0.34540814362	0.885605	,1786.05847812
114531	,0	,12.7634603605	,0.406484433828	0.885469	,1788.14849901
114751	,2	,20.1768990308	,0.564569873847	0.885249	,1791.35152292
114898	,0	,13.84114917	,0.561633215448	0.885102	,1793.76692796
115032	,0	,12.7272745594	,0.560566325539	0.884968	,1795.91724801
115194	,1	,15.1606706269	,0.57624200411	0.884806	,1798.59381199
115350	,1	,14.287979044	,0.437667665463	0.88465	,1800.79826593
115479	,0	,11.940330822	,0.389932418611	0.884521	,1802.73059392
115720	,2	,22.9052195735	,0.827336564041	0.88428	,1806.19442701
115883	,1	,15.5248960257	,0.653667711411	0.884117	,1808.86590695
116083	,2	,17.9597517624	,0.485337336289	0.883917	,1812.22898388
116259	,1	,16.1757482365	,0.469311989956	0.883741	,1815.12536097
116420	,1	,15.2415229678	,0.638417960344	0.88358	,1817.46220207
116618	,2	,18.8641717359	,0.824177404599	0.883382	,1820.51141191
116852	,2	,21.1549055576	,0.75073301357	0.883148	,1824.39746904
117015	,1	,15.0543910116	,0.560137341381	0.882985	,1826.95671105
117189	,1	,16.7810319476	,0.762996811599	0.882811	,1829.91213894
117407	,2	,20.1471323371	,0.531800932513	0.882593	,1833.40097189
117534	,0	,11.8848401085	,0.405099420025	0.882466	,1835.51747203
117739	,2	,19.3998335525	,0.83977905493	0.882261	,1838.74163604
117901	,1	,14.6275278479	,0.39041731559	0.882099	,1841.31291294
118083	,1	,17.1287362836	,0.484482459312	0.881917	,1844.25227809
118338	,3	,24.0235820115	,0.949481377161	0.881662	,1848.65090489
118574	,3	,22.6158995181	,0.992973619168	0.881426	,1852.47987008
118743	,1	,15.8465417773	,0.561135786377	0.881257	,1855.13118911
118955	,2	,20.0167916268	,0.744253370627	0.881045	,1858.7653861
119190	,3	,22.5493422374	,0.93385980987	0.88081	,1862.84089398
119324	,0	,12.2075539418	,0.406666872747	0.880676	,1864.87838197
119452	,0	,11.9035182819	,0.375365538554	0.880548	,1866.92642593
119587	,0	,12.6518495381	,0.359821041191	0.880413	,1868.76607609
119795	,2	,19.2569530755	,0.515148197338	0.880205	,1871.78779602
119977	,1	,17.3493284956	,0.730908087298	0.880023	,1874.37507701
120111	,0	,12.7669543251	,0.359077852437	0.879889	,1876.55063391
120298	,1	,18.5646242723	,0.839215632637	0.879702	,1879.46859407
120453	,1	,14.6667266488	,0.529204935561	0.879547	,1881.99862099
120710	,3	,24.9462857991	,0.996730415716	0.87929	,1886.04283309
120875	,1	,16.0209549218	,0.562938703256	0.879125	,1888.74107003
121098	,2	,21.525714919	,0.60993333019	0.878902	,1892.16410494
121288	,1	,18.5938548222	,0.546351321894	0.878712	,1895.08520103
121538	,3	,24.4807451367	,0.840776028685	0.878462	,1899.0414021
121733	,1	,19.3729013875	,0.702015110826	0.878267	,1902.0552361
121966	,2	,22.5195287317	,0.547861672814	0.878034	,1905.69316006
122117	,1	,14.3688684776	,0.390780741013	0.877883	,1908.05984712
122320	,2	,19.252376467	,0.716377771029	0.87768	,1911.44203997
122495	,1	,16.6632770747	,0.636087716273	0.877505	,1914.17660403
122765	,3	,26.216616936	,0.826683233665	0.877235	,1918.20956111
122891	,0	,12.5842430368	,0.450639256275	0.877109	,1919.99967504
123159	,4	,25.107770212	,0.841980261611	0.876841	,1924.44780898
123382	,2	,21.8966413438	,0.624936857981	0.876618	,1928.09131193
123512	,0	,12.7264132574	,0.513795804294	0.876488	,1930.32340097
123680	,1	,16.4337070733	,0.530336996694	0.87632	,1933.00278592
123860	,1	,17.6668281704	,0.652928052938	0.87614	,1935.93362808
124074	,2	,20.9252168387	,0.609085752645	0.875926	,1939.32596588
124302	,3	,21.8482122421	,0.685482902236	0.875698	,1943.03600907
124475	,1	,16.4273926802	,0.497734913534	0.875525	,1945.857517
124705	,2	,22.036031343	,0.562270489898	0.875295	,1949.52113795
124968	,3	,24.9442155659	,0.808337158595	0.875032	,1953.77097702
125190	,2	,21.2798852064	,0.700242520752	0.87481	,1957.3714509
125470	,4	,26.6241606846	,0.810231913983	0.87453	,1961.63506794
125598	,0	,12.4228812829	,0.448563026454	0.874402	,1963.87423706
125751	,0	,15.333727017	,0.572660244133	0.874249	,1966.42667007
125959	,2	,20.8293036222	,0.913843797316	0.874041	,1969.6300199
126150	,1	,18.3734253198	,0.606935257627	0.87385	,1972.62744308
126349	,2	,18.7451892868	,0.622491332411	0.873651	,1975.49031806
126492	,0	,14.0198009014	,0.529576570935	0.873508	,1977.53841901
126669	,1	,16.2510771528	,0.434521548371	0.873331	,1980.09467411
126878	,1	,21.2581858374	,0.91277363086	0.873122	,1983.09690309
127025	,0	,14.310527049	,0.450297692537	0.872975	,1985.33412695
127181	,1	,14.9670446962	,0.573467218381	0.872819	,1987.57336688
127380	,2	,19.6625892818	,0.758450010254	0.87262	,1990.9525671
127516	,0	,12.9353266433	,0.313319076632	0.872484	,1992.86227202
127710	,1	,19.3241792768	,0.619631609884	0.87229	,1995.970011
127837	,0	,12.678465046	,0.556232474433	0.872163	,1998.02676392
128012	,1	,17.2845321521	,0.739213977435	0.871988	,2000.74389505
128142	,0	,12.4658721685	,0.26554951376	0.871858	,2002.81430697
128269	,0	,12.6938085184	,0.662595590964	0.871731	,2004.69432902
128472	,2	,19.2716796398	,0.758534372584	0.871528	,2007.65632892
128741	,3	,25.9915666282	,0.86695255231	0.871259	,2011.70798302
128994	,2	,25.115299575	,0.851615044166	0.871006	,2015.9488821
129204	,2	,20.6207861677	,0.799819368995	0.870796	,2019.35138893
129407	,1	,20.5577793494	,0.57220408906	0.870593	,2022.58105397
129580	,1	,16.506468825	,0.72875885003	0.87042	,2025.27158308
129862	,4	,26.744145155	,1.03499460411	0.870138	,2029.83801007
130131	,3	,27.4808227867	,0.881300642722	0.869869	,2033.90129399
130335	,2	,21.1069942452	,0.57237590976	0.869665	,2036.93574309
130538	,2	,20.65486449	,0.77170090636	0.869462	,2040.15767097
